timestamp,machine_id,spindle_speed_rpm,vibration_mm_s,temperature_c,prev_temperature_c,prev_vibration_mm_s,failure
2026-07-01 09:15:00,CNC_01,11861.575471540977,1.1337093327720136,68.57931101999681,63.92150367006374,1.3585542219322455,0
2026-07-01 11:00:00,CNC_01,11735.575127423595,1.2725528373037984,61.57221419153821,68.57931101999681,1.1337093327720136,0
2026-07-01 11:45:00,CNC_01,12013.099658687312,1.1988339644111183,66.46583928924937,61.57221419153821,1.2725528373037984,0
2026-07-01 13:00:00,CNC_01,12132.691018479403,1.3364081937465018,66.13550644675256,66.46583928924937,1.1988339644111183,0
2026-07-01 13:15:00,CNC_01,11862.122979191892,1.0621196695414774,63.23182821544867,66.13550644675256,1.3364081937465018,0
2026-07-01 14:00:00,CNC_01,11800.026403401953,1.214285101299208,64.87254763237154,63.23182821544867,1.0621196695414774,0
2026-07-01 14:15:00,CNC_01,12362.218649798797,1.2010017923499403,57.92692431787073,64.87254763237154,1.214285101299208,0
2026-07-01 14:30:00,CNC_01,12011.999007083872,1.334538124762772,61.35988978925626,57.92692431787073,1.2010017923499403,0
2026-07-01 17:30:00,CNC_01,12056.922308574824,1.1124276414500145,67.6707815944016,61.35988978925626,1.334538124762772,0
2026-07-01 18:00:00,CNC_01,11987.60283224427,1.0746542386774875,66.11272637190586,67.6707815944016,1.1124276414500145,0
2026-07-01 18:45:00,CNC_01,11991.302407885163,1.303651558350443,67.42332029387535,66.11272637190586,1.0746542386774875,0
2026-07-01 19:00:00,CNC_01,11932.742967141918,1.1436317337668354,65.3474958470287,67.42332029387535,1.303651558350443,0
2026-07-01 19:45:00,CNC_01,11844.84407581146,1.8440073516533453,67.32449965725459,65.3474958470287,1.1436317337668354,1
2026-07-01 20:45:00,CNC_01,12008.551970455655,1.141332722569479,69.30150346748047,67.32449965725459,1.8440073516533453,0
2026-07-01 21:15:00,CNC_01,11991.16772851459,1.158852882586204,59.91950272749478,69.30150346748047,1.141332722569479,0
2026-07-01 22:15:00,CNC_01,11923.434592135956,1.2414594350540615,65.95225482051137,59.91950272749478,1.158852882586204,0
2026-07-01 23:15:00,CNC_01,12014.249062703446,1.3200758961536907,63.97846386586647,65.95225482051137,1.2414594350540615,0
2026-07-02 01:15:00,CNC_01,12132.192717214915,1.3314814644844282,67.00831404017968,63.97846386586647,1.3200758961536907,0
2026-07-02 04:15:00,CNC_01,12080.511543451868,1.1827263174832996,61.56756056891743,67.00831404017968,1.3314814644844282,0
2026-07-02 04:45:00,CNC_01,11971.226781269004,1.186640220667223,68.89752974260891,61.56756056891743,1.1827263174832996,0
2026-07-02 05:00:00,CNC_01,11817.132808302118,1.4215544616204765,62.41847824669935,68.89752974260891,1.186640220667223,0
2026-07-02 05:45:00,CNC_01,12098.454130474282,1.2983915386850904,62.09284684538725,62.41847824669935,1.4215544616204765,0
2026-07-02 06:15:00,CNC_01,11935.836646942987,1.1752286157497045,69.42719803697703,62.09284684538725,1.2983915386850904,0
2026-07-02 06:30:00,CNC_01,11960.167974297236,1.1089559289433175,62.37899332423212,69.42719803697703,1.1752286157497045,0
2026-07-02 06:45:00,CNC_01,12072.51382321719,1.410711852320602,69.6333262966228,62.37899332423212,1.1089559289433175,0
2026-07-02 07:00:00,CNC_01,11918.023890823686,1.130861538482178,63.992654774137606,69.6333262966228,1.410711852320602,0
2026-07-02 07:30:00,CNC_01,12044.697335456618,1.1676520578123373,66.81111246536788,63.992654774137606,1.130861538482178,0
2026-07-02 07:45:00,CNC_01,12114.135711473537,1.084158682742721,65.3232444038782,66.81111246536788,1.1676520578123373,0
2026-07-02 08:00:00,CNC_01,11970.07069900059,1.2197649302899507,65.03954078266007,65.3232444038782,1.084158682742721,0
2026-07-02 08:30:00,CNC_01,11889.629412743576,1.255862653275451,65.30135885135634,65.03954078266007,1.2197649302899507,0
2026-07-02 08:45:00,CNC_01,12030.550812733964,0.9377780845459056,58.79710833773495,65.30135885135634,1.255862653275451,0
2026-07-02 09:45:00,CNC_01,12000.871583781369,1.2202944050310112,63.77967435111833,58.79710833773495,0.9377780845459056,0
2026-07-02 10:30:00,CNC_01,12172.310022439417,1.2931269595995574,58.84137673895229,63.77967435111833,1.2202944050310112,0
2026-07-02 11:00:00,CNC_01,11821.648307642994,1.3032556812353595,64.27287015384078,58.84137673895229,1.2931269595995574,0
2026-07-02 12:00:00,CNC_01,12268.938388699631,1.2470966711592228,65.65892475985105,64.27287015384078,1.3032556812353595,0
2026-07-02 12:30:00,CNC_01,11879.194225942449,1.190937661083086,66.71309439319144,65.65892475985105,1.2470966711592228,0
2026-07-02 13:00:00,CNC_01,12040.646180826929,1.1347786510069493,67.0979011991537,66.71309439319144,1.190937661083086,0
2026-07-02 14:00:00,CNC_01,11954.4507714189,1.1705901526194369,58.84760043201756,67.0979011991537,1.1347786510069493,0
2026-07-02 15:15:00,CNC_01,11663.992515222077,1.212366149515126,66.87791142496616,58.84760043201756,1.1705901526194369,0
2026-07-02 15:45:00,CNC_01,12148.90328083692,1.2959440532083089,60.361723039088986,66.87791142496616,1.212366149515126,0
2026-07-02 16:45:00,CNC_01,11938.393701134635,1.324331222484517,63.40209844166796,60.361723039088986,1.2959440532083089,0
2026-07-02 17:00:00,CNC_01,11900.59293422056,1.18769484090101,67.81524626536735,63.40209844166796,1.324331222484517,0
2026-07-02 18:45:00,CNC_01,12183.76985222518,1.6137950118595503,67.8910857006935,67.81524626536735,1.18769484090101,1
2026-07-02 20:00:00,CNC_01,12179.201121649205,1.748596228292727,67.96692513601963,67.8910857006935,1.6137950118595503,1
2026-07-02 21:00:00,CNC_01,11923.62071392718,1.219867585753008,68.04276457134577,67.96692513601963,1.748596228292727,0
2026-07-02 21:15:00,CNC_01,12116.629686122242,1.2517520099157426,66.95559455807928,68.04276457134577,1.219867585753008,0
2026-07-02 21:45:00,CNC_01,12151.881900158076,1.4112349709485754,66.63899511800525,66.95559455807928,1.2517520099157426,0
2026-07-02 22:30:00,CNC_01,12154.30239160446,1.2034866882779145,62.811099063994526,66.63899511800525,1.4112349709485754,0
2026-07-02 23:15:00,CNC_01,12100.119117245897,1.358850729435363,62.565339369571205,62.811099063994526,1.2034866882779145,0
2026-07-02 23:30:00,CNC_01,11818.18651620926,1.5075188322037332,63.01243877809853,62.565339369571205,1.358850729435363,1
2026-07-03 01:15:00,CNC_01,11658.451318870042,1.655638169548295,63.459538186625856,63.01243877809853,1.5075188322037332,1
2026-07-03 01:45:00,CNC_01,12165.089641014196,1.1348897102985929,63.90663759515318,63.459538186625856,1.655638169548295,0
2026-07-03 02:00:00,CNC_01,12037.940522139765,1.2688318398066991,71.60417213686381,63.90663759515318,1.1348897102985929,0
2026-07-03 03:45:00,CNC_01,12112.588028075366,1.4027739693148058,67.13656975550983,71.60417213686381,1.2688318398066991,0
2026-07-03 04:30:00,CNC_01,12133.299413032644,1.258468328191792,65.03279903972957,67.13656975550983,1.4027739693148058,0
2026-07-03 04:45:00,CNC_01,11920.986685101752,1.1629774408133644,60.55565906104162,65.03279903972957,1.258468328191792,0
2026-07-03 05:00:00,CNC_01,12098.907087928044,1.2391776522346942,63.96601614211394,60.55565906104162,1.1629774408133644,0
2026-07-03 05:45:00,CNC_01,11903.134297404516,1.1188025847706524,59.808481674142726,63.96601614211394,1.2391776522346942,0
2026-07-03 06:00:00,CNC_01,11863.39442654029,1.3184253416031466,67.26108169866203,59.808481674142726,1.1188025847706524,0
2026-07-03 06:15:00,CNC_01,12013.779711847274,1.1410022309247387,65.38848095868829,67.26108169866203,1.3184253416031466,0
2026-07-03 07:30:00,CNC_01,12157.516589416337,1.226117680697451,66.92512773557398,65.38848095868829,1.1410022309247387,0
2026-07-03 08:00:00,CNC_01,12064.246944371023,1.756481414968293,67.2017286228278,66.92512773557398,1.226117680697451,1
2026-07-03 08:15:00,CNC_01,12134.870357053123,1.0970833089254066,67.47832951008161,67.2017286228278,1.756481414968293,0
2026-07-03 09:45:00,CNC_01,11929.934488981384,1.2026553353799467,69.89968854955983,67.47832951008161,1.0970833089254066,0
2026-07-03 10:00:00,CNC_01,11889.931803932195,1.2038462625236233,58.52497424933261,69.89968854955983,1.2026553353799467,0
2026-07-03 10:30:00,CNC_01,12052.129556423712,1.2050371896672996,68.90074683275613,58.52497424933261,1.2038462625236233,0
2026-07-03 12:00:00,CNC_01,11728.495139509114,1.3208682010835302,64.63544096539928,68.90074683275613,1.2050371896672996,0
2026-07-03 12:15:00,CNC_01,11896.809919974425,1.1966235218602346,69.37604401237617,64.63544096539928,1.3208682010835302,0
2026-07-03 12:30:00,CNC_01,12221.108407873213,1.16608697290721,69.61705212576625,69.37604401237617,1.1966235218602346,0
2026-07-03 13:15:00,CNC_01,12034.501428564425,0.9907466794250844,70.21519158214824,69.61705212576625,1.16608697290721,0
2026-07-03 14:30:00,CNC_01,11847.8371684248,1.1266731316195824,63.08961469535133,70.21519158214824,0.9907466794250844,0
2026-07-03 14:45:00,CNC_01,12117.430536537202,1.1690499237996206,66.04432044414413,63.08961469535133,1.1266731316195824,0
2026-07-03 15:00:00,CNC_01,11855.17530212564,1.111549692693998,68.31856051437164,66.04432044414413,1.1690499237996206,0
2026-07-03 16:00:00,CNC_01,12063.635138956784,1.1948131136230098,71.6548009793626,68.31856051437164,1.111549692693998,0
2026-07-03 17:45:00,CNC_01,11972.346502392436,1.237651013817062,67.06516079213843,71.6548009793626,1.1948131136230098,0
2026-07-03 18:30:00,CNC_01,11966.970805948806,1.3582554969312532,67.25809871322691,67.06516079213843,1.237651013817062,0
2026-07-03 20:00:00,CNC_01,11969.259744328014,1.3368927690417112,59.83231977574259,67.25809871322691,1.3582554969312532,0
2026-07-03 20:15:00,CNC_01,12001.030238240855,1.315530041152169,65.36768239648357,59.83231977574259,1.3368927690417112,0
2026-07-03 21:00:00,CNC_01,12072.021920433355,1.1644878344509502,69.26113954408505,65.36768239648357,1.315530041152169,0
2026-07-03 23:15:00,CNC_01,11675.66711686233,1.180115025648235,66.50839188357673,69.26113954408505,1.1644878344509502,0
2026-07-03 23:30:00,CNC_01,11997.21629913509,1.0292162073860456,68.14545462111366,66.50839188357673,1.180115025648235,0
2026-07-04 00:15:00,CNC_01,11902.065484138266,1.1218740064593096,67.79262353581173,68.14545462111366,1.0292162073860456,0
2026-07-04 00:45:00,CNC_01,11721.30119375634,1.2145318055325738,63.38607536575666,67.79262353581173,1.1218740064593096,0
2026-07-04 01:00:00,CNC_01,12124.702390059489,1.205053634279291,67.80637209454633,63.38607536575666,1.2145318055325738,0
2026-07-04 03:15:00,CNC_01,12051.422274360391,1.1118103378456865,71.58080784683021,67.80637209454633,1.205053634279291,0
2026-07-04 04:00:00,CNC_01,11866.777815640891,1.1843636862563427,65.83924400209996,71.58080784683021,1.1118103378456865,0
2026-07-04 04:30:00,CNC_01,12228.209774674788,1.118763810571248,66.93934810562678,65.83924400209996,1.1843636862563427,0
2026-07-04 04:45:00,CNC_01,11926.359382519297,1.1713030363487638,71.93377701482864,66.93934810562678,1.118763810571248,0
2026-07-04 05:30:00,CNC_01,12183.960771580558,1.204722809229816,64.34091192735065,71.93377701482864,1.1713030363487638,0
2026-07-04 05:45:00,CNC_01,12173.564457819592,1.1705361364824314,62.77463472006416,64.34091192735065,1.204722809229816,1
2026-07-04 07:00:00,CNC_01,12057.2307843884,1.136349463735047,61.20835751277767,62.77463472006416,1.1705361364824314,0
2026-07-04 07:30:00,CNC_01,12008.752650642822,1.1322809762346706,62.56555538904649,61.20835751277767,1.136349463735047,0
2026-07-04 08:45:00,CNC_01,11927.1523235864,1.1171083565993791,56.483479007650416,62.56555538904649,1.1322809762346706,0
2026-07-04 09:15:00,CNC_01,12109.897404109362,1.1289469920673791,69.72541196326374,56.483479007650416,1.1171083565993791,0
2026-07-04 09:30:00,CNC_01,12128.319001302396,0.942647575630186,62.94002237248005,69.72541196326374,1.1289469920673791,0
2026-07-04 11:15:00,CNC_01,11835.812019067062,1.3137539013150634,60.66530803110722,62.94002237248005,0.942647575630186,0
2026-07-06 02:45:00,CNC_01,12180.46689696462,1.2021865742182225,58.51521160028439,60.66530803110722,1.3137539013150634,0
2026-07-06 03:00:00,CNC_01,11871.799058254288,1.6405394166160494,57.5326896001163,58.51521160028439,1.2021865742182225,1
2026-07-06 03:15:00,CNC_01,12050.255568789373,1.2129539639206046,56.5501675999482,57.5326896001163,1.6405394166160494,0
2026-07-06 03:30:00,CNC_01,12001.1946423971,1.204278290212432,65.12525292010355,56.5501675999482,1.2129539639206046,0
2026-07-06 03:45:00,CNC_01,12150.5564285716,1.2494180214280797,61.568032996029885,65.12525292010355,1.204278290212432,0
2026-07-06 04:30:00,CNC_01,11902.662917809124,1.152581894292185,70.77687838238583,61.568032996029885,1.2494180214280797,0
2026-07-06 05:00:00,CNC_01,11834.197002367082,1.04060362701767,67.74277863438238,70.77687838238583,1.152581894292185,0
2026-07-06 06:15:00,CNC_01,12205.456316695469,1.304735174245305,61.05567964784164,67.74277863438238,1.04060362701767,0
